2017-10-10 21:39:21 19 捡 1500
2017-10-10 21:39:21 19 捡 1500
2017-10-10 21:39:22 19 捡 1500
2017-10-10 21:39:22 19 捡 1500
2017-10-10 21:39:22 19 捡 1500
2017-10-10 21:59:08 22 Dịch Trạm -1
2017-10-10 22:00:08 23 捡 29400
2017-10-10 22:00:08 23 捡 18450
2017-10-10 22:00:08 23 捡 17550
2017-10-10 22:00:34 23 捡 29250
2017-10-10 22:00:34 23 捡 21300
2017-10-10 22:00:34 23 捡 29700
2017-10-10 22:00:34 23 捡 27450
2017-10-10 22:00:34 23 捡 16050
2017-10-10 22:00:36 23 捡 23850
2017-10-10 22:00:52 24 捡 23400
2017-10-10 22:00:53 24 捡 20550
2017-10-10 22:00:56 24 捡 26250
2017-10-10 22:01:15 24 捡 24150
2017-10-10 22:01:17 24 捡 22350
2017-10-10 22:01:22 24 捡 29850
2017-10-10 22:02:08 25 捡 15900
2017-10-10 22:02:09 25 捡 28800
2017-10-10 22:02:09 25 捡 18600
2017-10-10 22:02:10 25 捡 29400
2017-10-10 22:02:10 25 捡 28800
2017-10-10 22:02:10 25 捡 21000
2017-10-10 22:02:11 25 捡 21900
2017-10-10 22:02:12 25 捡 27600
2017-10-10 22:02:12 25 捡 29700
2017-10-10 22:02:12 25 捡 28050
2017-10-10 22:02:14 25 捡 29550
2017-10-10 22:02:14 25 捡 19800
2017-10-10 22:02:15 25 捡 20550
2017-10-10 22:02:30 25 捡 25500
2017-10-10 22:02:30 25 捡 25650
2017-10-10 22:02:31 25 捡 20700
2017-10-10 22:02:32 25 捡 19500
2017-10-10 22:02:32 25 捡 28200
2017-10-10 22:02:32 25 捡 26100
2017-10-10 22:02:35 25 捡 22050
2017-10-10 22:02:35 25 捡 20400
2017-10-10 22:02:35 25 捡 27150
2017-10-10 22:02:36 25 捡 27900
2017-10-10 22:02:37 25 捡 26400
2017-10-10 22:02:38 25 捡 18600
2017-10-10 22:02:38 25 捡 22950
2017-10-10 22:03:29 27 捡 23700
2017-10-10 22:03:29 27 捡 24000
2017-10-10 22:03:29 27 捡 18000
2017-10-10 22:03:29 27 捡 22800
2017-10-10 22:03:31 27 捡 26400
2017-10-10 22:03:31 27 捡 20100
2017-10-10 22:03:31 27 捡 18300
2017-10-10 22:03:32 27 捡 18450
2017-10-10 22:03:32 27 捡 21150
2017-10-10 22:03:32 27 捡 19500
2017-10-10 22:03:33 27 捡 27150
2017-10-10 22:03:33 27 捡 21900
2017-10-10 22:03:33 27 捡 19350
2017-10-10 22:03:35 27 捡 21600
2017-10-10 22:03:35 27 捡 25650
2017-10-10 22:03:37 27 捡 21150
2017-10-10 22:03:37 27 捡 16500
2017-10-10 22:03:38 27 捡 23100
2017-10-10 22:03:38 27 捡 28500
2017-10-10 22:03:38 27 捡 24900
2017-10-10 22:03:39 27 捡 22650
2017-10-10 22:03:39 27 捡 15000
2017-10-10 22:03:40 27 捡 29700
2017-10-10 22:03:40 27 捡 15150
2017-10-10 22:03:40 27 捡 20550
2017-10-10 22:04:13 29 捡 22950
2017-10-10 22:04:13 29 捡 16500
2017-10-10 22:04:13 29 捡 16950
2017-10-10 22:04:15 29 捡 27600
2017-10-10 22:04:15 29 捡 22800
2017-10-10 22:04:17 29 捡 26400
2017-10-10 22:04:17 29 捡 15000
2017-10-10 22:04:17 29 捡 21600
2017-10-10 22:04:17 29 捡 19200
2017-10-10 22:04:19 29 捡 18450
2017-10-10 22:04:20 29 捡 18300
2017-10-10 22:04:20 29 捡 19650
2017-10-10 22:04:21 29 捡 27000
2017-10-10 22:04:22 29 捡 23400
2017-10-10 22:04:22 29 捡 21600
2017-10-10 22:04:22 29 捡 26850
2017-10-10 22:04:23 29 捡 26550
2017-10-10 22:04:53 29 捡 21150
2017-10-10 22:04:53 29 捡 23400
2017-10-10 22:04:54 29 捡 27900
2017-10-10 22:04:54 29 捡 22650
2017-10-10 22:04:54 29 捡 17550
2017-10-10 22:04:54 29 捡 25200
2017-10-10 22:04:56 29 捡 27900
2017-10-10 22:04:57 29 捡 23550
2017-10-10 22:04:57 29 捡 17400
2017-10-10 22:04:58 29 捡 29100
2017-10-10 22:04:59 29 捡 21450
2017-10-10 22:04:59 29 捡 27300
2017-10-10 22:05:01 29 捡 25350
2017-10-10 22:05:13 29 捡 28650
2017-10-10 22:05:13 29 捡 22350
2017-10-10 22:05:14 29 捡 22650
2017-10-10 22:05:15 29 捡 24750
2017-10-10 22:05:15 29 捡 16500
2017-10-10 22:05:15 29 捡 19650
2017-10-10 22:05:15 29 捡 21750
2017-10-10 22:05:18 29 捡 25800
2017-10-10 22:05:28 29 捡 26250
2017-10-10 22:05:30 29 捡 19350
2017-10-10 22:05:31 29 捡 28650
2017-10-10 22:05:32 29 捡 18750
2017-10-10 22:05:33 29 捡 26100
2017-10-10 22:05:33 29 捡 29850
2017-10-10 22:05:33 29 捡 16050
2017-10-10 22:05:34 29 捡 22950
2017-10-10 22:06:01 30 捡 21150
2017-10-10 22:06:01 30 捡 17550
2017-10-10 22:06:02 30 捡 21150
2017-10-10 22:06:02 30 捡 16200
2017-10-10 22:06:02 30 捡 23550
2017-10-10 22:06:02 30 捡 23250
2017-10-10 22:06:04 30 捡 19500
2017-10-10 22:06:05 30 捡 16200
2017-10-10 22:06:05 30 捡 27600
2017-10-10 22:06:06 30 捡 29100
2017-10-10 22:06:06 30 捡 21150
2017-10-10 22:06:06 30 捡 15150
2017-10-10 22:06:06 30 捡 15300
2017-10-10 22:06:06 30 捡 19800
2017-10-10 22:06:08 30 捡 26550
